Actual,Predicted,Absolute_Error,Relative_Error_%,Similarity_%,CVE_ID,Description,CVSS_Score,Vendor,Product,Exploitation
0.00015,0.0001532082639669298,3.208263966929817e-06,2.1387000646155707,97.86115735538013,CVE-2023-1258,Exposure of Sensitive Information to an Unauthorized Actor vulnerability in ABB Flow-X firmware on Flow-X embedded hardware (web service modules) allows Footprinting.This issue affects Flow-X: before 4.0.,5.3,ABB,Flow-X,yes
0.83595,0.07946876349206348,0.7564812365079365,90.49359739919574,9.506401518280217,CVE-2023-1389,"TP-Link Archer AX21 (AX1800) firmware versions before 1.1.4 Build 20230219 contained a command injection vulnerability in the country form of the /cgi-bin/luci;stok=/locale endpoint on the web management interface. Specifically, the country parameter of the write operation was not sanitized before being used in a call to popen(), allowing an unauthenticated attacker to inject commands, which would be run as root, with a simple POST request.",0.0,Unknown,TP-Link Archer AX21 (AX1800),yes
0.00036,0.0003469570124952845,1.3042987504715533e-05,3.6229514471030058,96.3769479153568,CVE-2023-1545,SQL Injection in GitHub repository nilsteampassnet/teampass prior to 3.0.0.23.,0.0,nilsteampassnet,nilsteampassnet/teampass,yes
0.00562,0.17269123802073533,0.1670712380207353,2972.7925398840093,0.0,CVE-2023-1671,A pre-auth command injection vulnerability in the warn-proceed handler of Sophos Web Appliance older than version 4.3.10.4 allows execution of arbitrary code.,9.8,Sophos,Sophos Web Appliance,yes
0.00927,0.1749434022412682,0.1656734022412682,1787.1976647411188,0.0,CVE-2023-1826,"A vulnerability, which was classified as critical, was found in SourceCodester Online Computer and Laptop Store 1.0. This affects an unknown part of the file php-ocls\admin\system_info\index.php. The manipulation of the argument img leads to unrestricted upload. It is possible to initiate the attack remotely. The identifier VDB-224841 was assigned to this vulnerability.",6.3,SourceCodester,Online Computer and Laptop Store,yes
0.00015,0.00015125826396692978,1.2582639669297968e-06,0.8387867255048309,99.16115735538014,CVE-2023-1934,"The PnPSCADA system, a product of SDG Technologies CC, is afflicted by a critical unauthenticated error-based PostgreSQL Injection vulnerability. Present within the hitlogcsv.jsp endpoint, this security flaw permits unauthenticated attackers to engage with the underlying database seamlessly and passively. Consequently, malicious actors could gain access to vital information, such as Industrial Control System (ICS) and OT data, alongside other sensitive records like SMS and SMS Logs. The unauthorized database access exposes compromised systems to potential manipulation or breach of essential infrastructure data, highlighting the severity of this vulnerability.",9.8,SDG Technologies,PnPSCADA,yes
0.0005,0.00035085234030511397,0.00014914765969488604,29.82893536027,70.17046806102279,CVE-2023-1998,"The Linux kernel allows userspace processes to enable mitigations by calling prctl with PR_SET_SPECULATION_CTRL which disables the speculation feature as well as by using seccomp. We had noticed that on VMs of at least one major cloud provider, the kernel still left the victim process exposed to attacks in some cases even after enabling the spectre-BTI mitigation with prctl. The same behavior can be observed on a bare-metal machine when forcing the mitigation to IBRS on boot command line.

This happened because when plain IBRS was enabled (not enhanced IBRS), the kernel had some logic that determined that STIBP was not needed. The IBRS bit implicitly protects against cross-thread branch target injection. However, with legacy IBRS, the IBRS bit was cleared on returning to userspace, due to performance reasons, which disabled the implicit STIBP and left userspace threads vulnerable to cross-thread branch target injection against which STIBP protects.",5.6,Linux,Linux Kernel,yes
0.004,0.13968760054737536,0.13568760054737536,3392.1815332305505,0.0,CVE-2023-22232,"Adobe Connect versions 11.4.5 (and earlier), 12.1.5 (and earlier) are affected by an Improper Access Control vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability to impact the integrity of a minor feature. Exploitation of this issue does not require user interaction.",5.3,Adobe,Connect,yes
0.02395,0.34700168000000003,0.32305168000000006,1348.8582259464613,0.0,CVE-2023-2246,A vulnerability has been found in SourceCodester Online Pizza Ordering System 1.0 and classified as critical. This vulnerability affects unknown code of the file admin/ajax.php?action=save_settings. The manipulation of the argument img leads to unrestricted upload. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-227236.,6.3,SourceCodester,Online Pizza Ordering System,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-22629,An issue was discovered in TitanFTP through 1.94.1205. The move-file function has a path traversal vulnerability in the newPath parameter. An authenticated attacker can upload any file and then move it anywhere on the server's filesystem.,0.0,Unknown,Unknown,yes
0.13648,0.20173043845238092,0.06525043845238093,47.809520568163016,52.19047592879475,CVE-2023-22809,"In Sudo before 1.9.12p2, the sudoedit (aka -e) feature mishandles extra arguments passed in the user-provided environment variables (SUDO_EDITOR, VISUAL, and EDITOR), allowing a local attacker to append arbitrary entries to the list of files to process. This can lead to privilege escalation. Affected versions are 1.8.0 through 1.9.12.p1. The problem exists because a user-specified editor may contain a ""--"" argument that defeats a protection mechanism, e.g., an EDITOR='vim -- /path/to/extra/file' value.",0.0,Unknown,Unknown,yes
0.00015,0.00015199322812463583,1.9932281246358462e-06,1.328730167746048,98.67118125024277,CVE-2023-22855,"Kardex Mlog MCC 5.7.12+0-a203c2a213-master allows remote code execution. It spawns a web interface listening on port 8088. A user-controllable path is handed to a path-concatenation method (Path.Combine from .NET) without proper sanitisation. This yields the possibility of including local files, as well as remote files on SMB shares. If one provides a file with the extension .t4, it is rendered with the .NET templating engine mono/t4, which can execute code.",0.0,Unknown,Unknown,yes
0.00033,0.02824203303791986,0.02791203303791986,8457.935528596061,0.0,CVE-2023-23156,Art Gallery Management System Project in PHP 1.0 was discovered to contain a SQL injection vulnerability via the pid parameter in the single-product page.,0.0,Unknown,Unknown,yes
0.09065,0.1315116110464596,0.04086161104645959,45.07623446093343,54.923760566508996,CVE-2023-23161,A reflected cross-site scripting (XSS) vulnerability in Art Gallery Management System Project v1.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the artname parameter under ART TYPE option in the navigation bar.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-23162,Art Gallery Management System Project v1.0 was discovered to contain a SQL injection vulnerability via the cid parameter at product.php.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-23163,Art Gallery Management System Project v1.0 was discovered to contain a SQL injection vulnerability via the editid parameter.,0.0,Unknown,Unknown,yes
0.00034,0.0003484222950752798,8.422295075279757e-06,2.477072755295361,97.5228543896236,CVE-2023-23286,Cross Site Scripting (XSS) vulnerability in Provide server 14.4 allows attackers to execute arbitrary code through the server-log via username field from the login form.,0.0,Unknown,Unknown,yes
0.00116,0.2243087645704949,0.2231487645704949,19236.796628520005,0.0,CVE-2023-23333,"There is a command injection vulnerability in SolarView Compact through 6.00, attackers can execute commands by bypassing internal restrictions through downloader.php.",0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-23399,No description available,7.8,Microsoft,Microsoft Office 2019,yes
0.00029,0.0003033601303109246,1.3360130310924615e-05,4.606782631952214,95.39305851347427,CVE-2023-23408,No description available,4.5,Microsoft,Azure HDInsight,yes
0.00034,0.00034166503969170836,1.66503969170834e-06,0.48970315335088377,99.5102824436152,CVE-2023-23488,"The Paid Memberships Pro WordPress Plugin, version < 2.9.8, is affected by an unauthenticated SQL injection vulnerability in the 'code' parameter of the '/pmpro/v1/order' REST route.",0.0,Unknown,Paid Memberships Pro WordPress Plugin,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-23752,An issue was discovered in Joomla! 4.0.0 through 4.2.7. An improper access check allows unauthorized access to webservice endpoints.,0.0,Joomla! Project,Joomla! CMS,yes
0.01623,0.11722881216269838,0.10099881216269838,622.296672415472,0.0,CVE-2023-24078,Real Time Logic FuguHub v8.1 and earlier was discovered to contain a remote code execution (RCE) vulnerability via the component /FuguHub/cmsdocs/.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-24217,AgileBio Electronic Lab Notebook v4.234 was discovered to contain a local file inclusion vulnerability.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-24626,"socket.c in GNU Screen through 4.9.0, when installed setuid or setgid (the default on platforms such as Arch Linux and FreeBSD), allows local users to send a privileged SIGHUP signal to any PID, causing a denial of service or disruption of the target process.",0.0,Unknown,Unknown,yes
0.0004,0.00038494324020847453,1.5056759791525485e-05,3.764095845485234,96.23581005211864,CVE-2023-24657,phpipam v1.6 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the closeClass parameter at /subnet-masks/popup.php.,0.0,Unknown,Unknown,yes
0.75396,0.40144283484126997,0.35251716515873,46.755419449730496,53.2445799301382,CVE-2023-24709,An issue found in Paradox Security Systems IPR512 allows attackers to cause a denial of service via the login.html and login.xml parameters.,0.0,Unknown,Unknown,yes
0.00022,0.0021267348971865767,0.0019067348971865768,866.658286980854,0.0,CVE-2023-24787,No description available,0.0,Unknown,Unknown,Unknown
0.00016,0.00018408113934848013,2.4081139348480117e-05,15.049771482082441,84.94928790719993,CVE-2023-24788,NotrinosERP v0.7 was discovered to contain a SQL injection vulnerability via the OrderNumber parameter at /NotrinosERP/sales/customer_delivery.php.,0.0,Unknown,Unknown,yes
0.0004,0.00039471351895260624,5.286481047393776e-06,1.3215872221678897,98.67837973815156,CVE-2023-24892,No description available,8.2,Microsoft,Microsoft Edge (Chromium-based),yes
0.00016,0.00016299163123162128,2.9916312316212662e-06,1.8696526664716366,98.13023048023672,CVE-2023-27010,Wondershare Dr.Fone v12.9.6 was discovered to contain weak permissions for the service WsDrvInst. This vulnerability allows attackers to escalate privileges via modifying or overwriting the executable.,0.0,Unknown,Unknown,yes
0.11418,0.42791531154761886,0.31373531154761886,274.77253815936683,0.0,CVE-2023-27100,Improper restriction of excessive authentication attempts in the SSHGuard component of Netgate pfSense Plus software v22.05.1 and pfSense CE software v2.6.0 allows attackers to bypass brute force protection mechanisms via crafted web requests.,0.0,Unknown,Unknown,yes
0.00022,0.003162864897186577,0.0029428648971865767,1337.605062127438,0.0,CVE-2023-27167,Suprema BioStar 2 v2.8.16 was discovered to contain a SQL injection vulnerability via the values parameter at /users/absence?search_month=1.,0.0,Unknown,Unknown,yes
0.00033,0.0003387391186692581,8.73911866925808e-06,2.648137531971177,97.35178222143695,CVE-2023-27179,GDidees CMS v3.9.1 and lower was discovered to contain an arbitrary file download vulenrability via the filename parameter at /_admin/imgdownload.php.,0.0,Unknown,Unknown,yes
0.00938,0.4294739805014431,0.4200939805014431,4478.609089984372,0.0,CVE-2023-27253,A command injection vulnerability in the function restore_rrddata() of Netgate pfSense v2.7.0 allows authenticated attackers to execute arbitrary commands via manipulating the contents of an XML file supplied to the component config.xml.,0.0,Unknown,Unknown,yes
0.00033,0.0003387391186692581,8.73911866925808e-06,2.648137531971177,97.35178222143695,CVE-2023-27290,"Docker based datastores for IBM Instana (IBM Observability with Instana 239-0 through 239-2, 241-0 through 241-2, and 243-0) do not currently require authentication. Due to this, an attacker within the network could access the datastores with read/write access.  IBM X-Force ID:  248737.",9.1,IBM,Observability with Instana,yes
0.01243,0.1481260292063492,0.1356960292063492,1091.68077263292,0.0,CVE-2023-27350,This vulnerability allows remote attackers to bypass authentication on affected installations of PaperCut NG 22.0.5 (Build 63914). Authentication is not required to exploit this vulnerability. The specific flaw exists within the SetupCompleted class. The issue results from improper access control. An attacker can leverage this vulnerability to bypass authentication and execute arbitrary code in the context of SYSTEM. Was ZDI-CAN-18987.,0.0,PaperCut,NG,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-27372,"SPIP before 4.2.1 allows Remote Code Execution via form values in the public area because serialization is mishandled. The fixed versions are 3.2.18, 4.0.10, 4.1.8, and 4.2.1.",0.0,Unknown,Unknown,yes
0.00597,0.3028698504076479,0.29689985040764794,4973.188493949725,0.0,CVE-2023-2745,"WordPress Core is vulnerable to Directory Traversal in versions up to, and including, 6.2, via the ‘wp_lang’ parameter. This allows unauthenticated attackers to access and load arbitrary translation files. In cases where an attacker is able to upload a crafted translation file onto the site, such as via an upload form, this could be also used to perform a Cross-Site Scripting attack.",5.4,WordPress Foundation,WordPress,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-27524,"Session Validation attacks in Apache Superset versions up to and including 2.0.1. Installations that have not altered the default configured SECRET_KEY according to installation instructions allow for an attacker to authenticate and access unauthorized resources. This does not affect Superset administrators who have changed the default value for SECRET_KEY config.

All superset installations should always set a unique secure random SECRET_KEY. Your SECRET_KEY is used to securely sign all session cookies and encrypting sensitive information on the database.
Add a strong SECRET_KEY to your `superset_config.py` file like:

SECRET_KEY = <YOUR_OWN_RANDOM_GENERATED_SECRET_KEY>

Alternatively you can set it with `SUPERSET_SECRET_KEY` environment variable.
",8.9,Apache Software Foundation,Apache Superset,yes
0.00016,0.00016364163123162127,3.641631231621255e-06,2.2758772774334446,97.72398048023672,CVE-2023-27636,Progress Sitefinity before 15.0.0 allows XSS by authenticated users via the content form in the SF Editor.,0.0,Unknown,Unknown,yes
0.82841,0.08346863038003657,0.7449413696199634,89.92423565958158,10.075763254914428,CVE-2023-2779,"The Social Share, Social Login and Social Comments WordPress plugin before 7.13.52 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",0.0,Unknown,"Social Share, Social Login and Social Comments Plugin",yes
0.01603,0.14946002576868184,0.13343002576868185,832.3764350033583,0.0,CVE-2023-27823,An authentication bypass in Optoma 1080PSTX C02 allows an attacker to access the administration console without valid credentials.,0.0,Unknown,Unknown,yes
0.07024,0.44397539599206337,0.3737353959920634,532.0833467877687,0.0,CVE-2023-2796,"The EventON WordPress plugin before 2.1.2 lacks authentication and authorization in its eventon_ics_download ajax action, allowing unauthenticated visitors to access private and password protected Events by guessing their numeric id.",0.0,Unknown,EventON,yes
0.65878,0.28598750457556943,0.3727924954244306,56.58831321011555,43.41168593089794,CVE-2023-29336,No description available,7.8,Microsoft,Windows 10 Version 1507,yes
0.00015,0.0002843610246737522,0.00013436102467375221,89.56804524615174,10.425983550831852,CVE-2023-29689,PyroCMS 3.9 contains a remote code execution (RCE) vulnerability that can be exploited through a server-side template injection (SSTI) flaw. This vulnerability allows a malicious attacker to send customized commands to the server and execute arbitrary code on the affected system.,0.0,Unknown,Unknown,yes
0.72047,0.04746228321428573,0.6730077167857144,93.41231521707812,6.587683486374962,CVE-2023-29809,SQL injection vulnerability found in Maximilian Vogt companymaps (cmaps) v.8.0 allows a remote attacker to execute arbitrary code via a crafted script in the request.,0.0,Unknown,Unknown,yes
0.00516,0.32171891079365084,0.31655891079365084,6134.850723034468,0.0,CVE-2023-29848,Bang Resto 1.0 was discovered to contain a stored cross-site scripting (XSS) vulnerability via the itemName parameter in the admin/menu.php Add New Menu function.,0.0,Unknown,Unknown,yes
0.00034,0.00034745280447030525,7.452804470305227e-06,2.191936846064888,97.80799868520434,CVE-2023-29849,"Bang Resto 1.0 was discovered to contain multiple SQL injection vulnerabilities via the btnMenuItemID, itemID, itemPrice, menuID, staffID, or itemqty parameter.",0.0,Unknown,Unknown,yes
0.06281,0.5405655133730157,0.4777555133730157,760.6359454058608,0.0,CVE-2023-29918,RosarioSIS 10.8.4 is vulnerable to CSV injection via the Periods Module.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-29983,Cross Site Scripting vulnerability found in Maximilian Vogt cmaps v.8.0 allows a remote attacker to execute arbitrary code via the auditlog tab in the admin panel.,0.0,Unknown,Unknown,yes
0.00016,0.00017999934078416504,1.999934078416503e-05,12.498806814677225,87.50041200989685,CVE-2023-31067,An issue was discovered in TSplus Remote Access through 16.0.2.14. There are Full Control permissions for Everyone on some directories under %PROGRAMFILES(X86)%\TSplus\Clients\www.,0.0,Unknown,Unknown,yes
0.00224,0.1266777053295376,0.12443770532953759,5555.229902078008,0.0,CVE-2023-31068,An issue was discovered in TSplus Remote Access through 16.0.2.14. There are Full Control permissions for Everyone on some directories under %PROGRAMFILES(X86)%\TSplus\UserDesktop\themes.,0.0,Unknown,Unknown,yes
0.01528,0.04771085506652661,0.032430855066526605,212.24367697747977,0.0,CVE-2023-31069,An issue was discovered in TSplus Remote Access through 16.0.2.14. Credentials are stored as cleartext within the HTML source code of the login page.,0.0,Unknown,Unknown,yes
0.01945,0.3419698157142858,0.3225198157142858,1658.1987141100994,0.0,CVE-2023-31468,"An issue was discovered in Inosoft VisiWin 7 through 2022-2.1 (Runtime RT7.3 RC3 20221209.5). The ""%PROGRAMFILES(X86)%\INOSOFT GmbH"" folder has weak permissions for Everyone, allowing an attacker to insert a Trojan horse file that runs as SYSTEM. 2024-1 is a fixed version.",0.0,Unknown,Unknown,yes
0.00029,0.0003061979136387081,1.6197913638708113e-05,5.585294865248824,94.41451253837651,CVE-2023-31698,Bludit v3.14.1 is vulnerable to Stored Cross Site Scripting (XSS) via SVG file on site logo. NOTE: the product's security model is that users are trusted by the administrator to insert arbitrary content (users cannot create their own accounts through self-registration).,0.0,Unknown,Unknown,yes
0.45105,0.4885792101911976,0.03752921019119759,8.320410012006782,91.67958980352564,CVE-2023-31699,ChurchCRM v4.5.4 is vulnerable to Reflected Cross-Site Scripting (XSS) via image file.,0.0,Unknown,Unknown,yes
0.00034,0.00040509466825130585,6.509466825130582e-05,19.144927576043592,80.85450933785123,CVE-2023-31702,SQL injection in the View User Profile in MicroWorld eScan Management Console 14.0.1400.2281 allows remote attacker to dump entire database and gain windows XP command shell to perform code execution on database server via GetUserCurrentPwd?UsrId=1.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-31703,Cross Site Scripting (XSS) in the edit user form in Microworld Technologies eScan management console 14.0.1400.2281 allows remote attacker to inject arbitrary code via the from parameter.,0.0,Unknown,Unknown,yes
0.00038,0.07706531508813262,0.07668531508813262,20179.815028060475,0.0,CVE-2023-31714,Chitor-CMS before v1.1.2 was discovered to contain multiple SQL injection vulnerabilities.,0.0,Unknown,Unknown,yes
0.00033,0.0003388971994773389,8.897199477338896e-06,2.696039355576769,97.30387894626094,CVE-2023-31748,Insecure permissions in MobileTrans v4.0.11 allows attackers to escalate privileges to local admin via replacing the executable file.,0.0,Unknown,Unknown,yes
0.00199,0.010898549801587302,0.008908549801587302,447.6635696095649,0.0,CVE-2023-3184,A vulnerability was found in SourceCodester Sales Tracker Management System 1.0. It has been rated as problematic. Affected by this issue is some unknown functionality of the file /classes/Users.php?f=save. The manipulation of the argument firstname/middlename/lastname/username leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-231164.,2.4,SourceCodester,Sales Tracker Management System,yes
0.80409,0.5002065080952381,0.3038834919047618,37.792223274203074,62.20777625579701,CVE-2023-31873,"Gin 0.7.4 allows execution of arbitrary code when a crafted file is opened, e.g., via require('child_process').",0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-31874,"Yank Note (YN) 3.52.1 allows execution of arbitrary code when a crafted file is opened, e.g., via nodeRequire('child_process').",0.0,Unknown,Unknown,yes
0.02793,0.14601211623279498,0.11808211623279498,422.7786392944183,0.0,CVE-2023-32560,"An attacker can send a specially crafted message to the Wavelink Avalanche Manager, which could result in service disruption or arbitrary code execution.

Thanks to a Researcher at Tenable for finding and reporting.

Fixed in version 6.4.1.",0.0,Ivanti,Avalanche,yes
0.00036,0.0003473248696381416,1.267513036185843e-05,3.520771745745515,96.47913045503932,CVE-2023-32707,"In versions of Splunk Enterprise below 9.0.5, 8.2.11, and 8.1.14, and Splunk Cloud Platform below version 9.0.2303.100, a low-privileged user who holds a role that has the ‘edit_user’ capability assigned to it can escalate their privileges to that of the admin user by providing specially crafted web requests.",8.8,Splunk,Splunk Enterprise,yes
0.00029,0.0002932985159530602,3.2985159530602185e-06,1.137380074156139,98.86258070584131,CVE-2023-32750,"Pydio Cells through 4.1.2 allows SSRF. For longer running processes, Pydio Cells allows for the creation of jobs, which are run in the background. The job ""remote-download"" can be used to cause the backend to send a HTTP GET request to a specified URL and save the response to a new file. The response file is then available in a user-specified folder in Pydio Cells.",0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-33131,No description available,8.8,Microsoft,Microsoft Office 2019,yes
0.00036,0.0003474748696381417,1.2525130361858345e-05,3.4791062364540832,96.52079712170601,CVE-2023-33137,No description available,7.8,Microsoft,Microsoft Office 2019,yes
0.00015,0.010249216905364416,0.010099216905364415,6732.362446079873,0.0,CVE-2023-33145,No description available,6.5,Microsoft,Microsoft Edge (Chromium-based),yes
0.00029,0.0002973641948755871,7.3641948755871225e-06,2.5392899815824017,97.4606224566941,CVE-2023-33148,No description available,7.8,Microsoft,Microsoft Office 2013 Click-to-Run (C2R),yes
0.00036,0.000347007222579318,1.2992777420682002e-05,3.609004588950863,96.39089516092166,CVE-2023-33243,"RedTeam Pentesting discovered that the web interface of STARFACE as well as its REST API allows authentication using the SHA512 hash of the password instead of the cleartext password. While storing password hashes instead of cleartext passwords in an application's database generally has become best practice to protect users' passwords in case of a database compromise, this is rendered ineffective when allowing to authenticate using the password hash.",0.0,Unknown,Unknown,yes
0.00029,0.00030661055100134543,1.6610551001345426e-05,5.727578704646539,94.27222379263951,CVE-2023-33383,Shelly 4PM Pro four-channel smart switch 0.11.0 allows an attacker to trigger a BLE out of bounds read fault condition that results in a device reload.,0.0,Unknown,Unknown,yes
0.0004,0.0003889821182748527,1.1017881725147315e-05,2.754401571247547,97.24552956871318,CVE-2023-33440,Sourcecodester Faculty Evaluation System v1.0 is vulnerable to arbitrary code execution via /eval/ajax.php?action=save_user.,0.0,Unknown,Unknown,yes
0.07104,0.24517065708874458,0.1741306570887446,245.11631837994474,0.0,CVE-2023-33580,"Phpgurukul Student Study Center Management System V1.0 is vulnerable to Cross Site Scripting (XSS) in the ""Admin Name"" field on Admin Profile page.",0.0,Unknown,Unknown,yes
0.00029,0.0003195445475241463,2.9544547524146302e-05,10.187423717853282,89.8122249916737,CVE-2023-33584,"Sourcecodester Enrollment System Project V1.0 is vulnerable to SQL Injection (SQLI) attacks, which allow an attacker to manipulate the SQL queries executed by the application. The application fails to properly validate user-supplied input in the username and password fields during the login process, enabling an attacker to inject malicious SQL code.",0.0,Unknown,Unknown,yes
0.00039,0.004263370136744582,0.0038733701367445815,993.146364643107,0.0,CVE-2023-33592,Lost and Found Information System v1.0 was discovered to contain a SQL injection vulnerability via the component /php-lfis/admin/?page=system_info/contact_information.,0.0,Unknown,Unknown,yes
0.93956,0.16669612290890268,0.7728638770910973,82.25806429235928,17.741934832145123,CVE-2023-33829,A stored cross-site scripting (XSS) vulnerability in Cloudogu GmbH SCM Manager v1.2 to v1.60 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Description text field.,0.0,Unknown,Unknown,yes
