Actual,Predicted,Absolute_Error,Relative_Error_%,Similarity_%,CVE_ID,Description,CVSS_Score,Vendor,Product,Exploitation
0.03045,0.12224244161719813,0.09179244161719813,301.4529112377898,0.0,CVE-2023-34096,"Thruk is a multibackend monitoring webinterface which currently supports Naemon, Icinga, Shinken and Nagios as backends. In versions 3.06 and prior, the file `panorama.pm` is vulnerable to a Path Traversal vulnerability which allows an attacker to upload a file to any folder which has write permissions on the affected system. The parameter location is not filtered, validated or sanitized and it accepts any kind of characters. For a path traversal attack, the only characters required were the dot (`.`) and the slash (`/`). A fix is available in version 3.06.2.",6.5,sni,Thruk,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-34581,Sourcecodester Service Provider Management System v1.0 is vulnerable to SQL Injection via the ID parameter in /php-spms/?page=services/view&id=2,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-34635,Wifi Soft Unibox Administration 3.0 and 3.1 is vulnerable to SQL Injection. The vulnerability occurs because of not validating or sanitizing the user input in the username field of the login page.,0.0,Unknown,Unknown,yes
0.00022,0.08395634758813264,0.08373634758813264,38060.2461652346,0.0,CVE-2023-34723,"An issue was discovered in TechView LA-5570 Wireless Gateway 1.0.19_T53, allows attackers to gain sensitive information via /config/system.conf.",0.0,Unknown,Unknown,yes
0.06377,0.01905971198717949,0.0447102880128205,70.1117782682181,29.888210737305144,CVE-2023-34834,"A Directory Browsing vulnerability in MCL-Net version 4.3.5.8788 webserver running on default port 5080, allows attackers to gain sensitive information about the configured databases via the ""/file"" endpoint.",0.0,Unknown,Unknown,yes
0.00127,0.0039681918217458504,0.00269819182174585,212.4543760872631,0.0,CVE-2023-34927,Casdoor v1.331.0 and below was discovered to contain a Cross-Site Request Forgery (CSRF) in the endpoint /api/set-password. This vulnerability allows attackers to arbitrarily change the victim user's password via supplying a crafted URL.,0.0,Unknown,Unknown,yes
0.00016,0.0019464142625734984,0.0017864142625734984,1116.4391366623952,0.0,CVE-2023-36163,Cross Site Scripting vulnerability in IP-DOT BuildaGate v.BuildaGate5 allows a remote attacker to execute arbitrary code via a crafted script to the mc parameter of the URL.,0.0,Unknown,Unknown,yes
0.0004,0.0002966056588102031,0.00010339434118979693,25.847939098971757,74.15141470255077,CVE-2023-36165,No description available,0.0,Unknown,Unknown,Unknown
0.00016,0.0504695137332619,0.0503095137332619,31441.48099072677,0.0,CVE-2023-36166,No description available,0.0,Unknown,Unknown,Unknown
0.00037,0.00037088829671242806,8.882967124280603e-07,0.24007370406963605,99.75991980745188,CVE-2023-36167,No description available,0.0,Unknown,Unknown,Unknown
0.00031,0.00036022471774281285,5.0224717742812855e-05,16.20099923964158,83.79847814747973,CVE-2023-36266,"An issue was discovered in Keeper Password Manager for Desktop version 16.10.2, and the KeeperFill Browser Extensions version 16.5.4, allows local attackers to gain sensitive information via plaintext password storage in memory after the user is already logged in, and may persist after logout. NOTE: the vendor disputes this for two reasons: the information is inherently available during a logged-in session when the attacker can read from arbitrary memory locations, and information only remains available after logout because of memory-management limitations of web browsers (not because the Keeper technology itself is retaining the information).",0.0,Unknown,Unknown,yes
0.00037,0.0003714875580066894,1.4875580066894063e-06,0.40203183878527776,99.59795729548935,CVE-2023-36306,"A Cross Site Scripting (XSS) vulnerability in Adiscon Aiscon LogAnalyzer through 4.1.13 allows a remote attacker to execute arbitrary code via the asktheoracle.php, details.php, index.php, search.php, export.php, reports.php, and statistics.php components.",0.0,Unknown,Unknown,yes
0.00034,0.059084075781208945,0.058744075781208945,17277.16119561452,0.0,CVE-2023-36346,POS Codekop v2.0 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the nm_member parameter at print.php.,0.0,Unknown,Unknown,yes
0.00016,0.00016686014146472826,6.8601414647282495e-06,4.287320457926535,95.71241158454484,CVE-2023-36348,POS Codekop v2.0 was discovered to contain an authenticated remote code execution (RCE) vulnerability via the filename parameter.,0.0,Unknown,Unknown,yes
0.00015,0.00015499288436445342,4.992884364453436e-06,3.3283676851232826,96.67141042369771,CVE-2023-36355,TP-Link TL-WR940N V4 was discovered to contain a buffer overflow via the ipStart parameter at /userRpm/WanDynamicIpV6CfgRpm. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted GET request.,0.0,Unknown,Unknown,yes
0.12046,0.3039115492460318,0.1834515492460318,152.29249046719474,0.0,CVE-2023-37269,"Winter is a free, open-source content management system (CMS) based on the Laravel PHP framework. Users with the `backend.manage_branding` permission can upload SVGs as the application logo. Prior to version 1.2.3, SVG uploads were not sanitized, which could have allowed a stored cross-site scripting (XSS) attack. To exploit the vulnerability, an attacker would already need to have developer or super user level permissions in Winter CMS. This means they would already have extensive access and control within the system. Additionally, to execute the XSS, the attacker would need to convince the victim to directly visit the URL of the maliciously uploaded SVG, and the application would have to be using local storage where uploaded files are served under the same domain as the application itself instead of a CDN. This is because all SVGs in Winter CMS are rendered through an `img` tag, which prevents any payloads from being executed directly. These two factors significantly limit the potential harm of this vulnerability. This issue has been patched in v1.2.3 through the inclusion of full support for SVG uploads and automatic sanitization of uploaded SVG files. As a workaround, one may apply the patches manually.",2.0,wintercms,winter,yes
0.00034,0.0003410723948733998,1.0723948733997856e-06,0.31540098038286685,99.68458974311771,CVE-2023-37569,"This vulnerability exists in ESDS Emagic Data Center Management Suit due to lack of input sanitization in its Ping component. A remote authenticated attacker could exploit this by injecting OS commands on the targeted system.

Successful exploitation of this vulnerability could allow the attacker to execute arbitrary code on targeted system.",8.8,ESDS,Emagic Data Center Management Suite,yes
0.00664,0.032904823452380966,0.026264823452380966,395.5539743521616,0.0,CVE-2023-37629,"Online Piggery Management System 1.0 is vulnerable to File Upload. An unauthenticated user can upload a php file by sending a POST request to ""add-pig.php.""",0.0,Unknown,Unknown,yes
0.00034,0.00034745280447030525,7.452804470305227e-06,2.191936846064888,97.80799868520434,CVE-2023-37979,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in Saturday Drive Ninja Forms Contact Form plugin <= 3.6.25 versions.,7.1,Saturday Drive,Ninja Forms Contact Form,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2023-41425,Cross Site Scripting vulnerability in Wonder CMS v.3.2.0 thru v.3.4.2 allows a remote attacker to execute arbitrary code via a crafted script uploaded to the installModule component.,0.0,Unknown,Unknown,yes
0.02115,0.4285330154076479,0.4073830154076479,1926.1599186366714,0.0,CVE-2023-4173,"A vulnerability, which was classified as problematic, was found in mooSocial mooStore 3.1.6. Affected is an unknown function of the file /search/index. The manipulation of the argument q leads to cross site scripting. It is possible to launch the attack remotely. The identifier of this vulnerability is VDB-236208.",3.5,mooSocial,mooStore,yes
0.0006,0.07260739945299251,0.0720073994529925,12001.033224945002,0.0,CVE-2023-4174,A vulnerability has been found in mooSocial mooStore 3.1.6 and classified as problematic. Affected by this vulnerability is an unknown functionality. The manipulation leads to cross site scripting. The attack can be launched remotely. The identifier VDB-236209 was assigned to this vulnerability.,3.5,mooSocial,mooStore,yes
0.00011,0.00011905477127914094,9.054771279140935e-06,8.230861993583252,91.76838974623551,CVE-2024-11728,"The KiviCare – Clinic & Patient Management System (EHR) plugin for WordPress is vulnerable to SQL Injection via the 'visit_type[service_id]' parameter of the tax_calculated_data AJAX action in all versions up to, and including, 3.6.4 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for unauthenticated attackers to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",7.5,iqonicdesign,KiviCare – Clinic & Patient Management System (EHR),Yes
0.00286,0.03410732583333333,0.031247325833333325,1092.5600201864092,0.0,CVE-2024-11972,"The Hunk Companion WordPress plugin before 1.9.0 does not correctly authorize some REST API endpoints, allowing unauthenticated requests to install and activate arbitrary Hunk Companion WordPress plugin before 1.9.0 from the WordPress.org repo, including vulnerable Hunk Companion WordPress plugin before 1.9.0 that have been closed.",0.0,Unknown,Hunk Companion,Yes
0.00039,0.0026123028453326038,0.0022223028453326036,569.8066319665147,0.0,CVE-2024-11972,"The Hunk Companion WordPress plugin before 1.9.0 does not correctly authorize some REST API endpoints, allowing unauthenticated requests to install and activate arbitrary Hunk Companion WordPress plugin before 1.9.0 from the WordPress.org repo, including vulnerable Hunk Companion WordPress plugin before 1.9.0 that have been closed.",0.0,Unknown,Hunk Companion,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2024-12342,A vulnerability was found in TP-Link VN020 F3v(T) TT_V6.2.1021. It has been rated as critical. This issue affects some unknown processing of the file /control/WANIPConnection of the component Incomplete SOAP Request Handler. The manipulation leads to denial of service. The attack can only be initiated within the local network. The exploit has been disclosed to the public and may be used.,6.5,TP-Link,VN020 F3v(T),Yes
0.00011,0.012928119318317508,0.012818119318317507,11651.776491516686,0.0,CVE-2024-12344,"A vulnerability, which was classified as critical, was found in TP-Link VN020 F3v(T) TT_V6.2.1021. This affects an unknown part of the component FTP USER Command Handler. The manipulation leads to memory corruption. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.",6.3,TP-Link,VN020 F3v(T),Yes
0.01259,0.0688429788919414,0.05625297889194139,446.8064671270427,0.0,CVE-2024-12483,A vulnerability classified as problematic has been found in Dromara UJCMS up to 9.6.3. This affects an unknown part of the file /users/id of the component User ID Handler. The manipulation leads to authorization bypass. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used.,3.7,Dromara,UJCMS,Yes
0.00082,0.3529126715981243,0.3520926715981243,42937.607053343774,0.0,CVE-2024-12905,"An Improper Link Resolution Before File Access (""Link Following"") and Improper Limitation of a Pathname to a Restricted Directory (""Path Traversal""). This vulnerability occurs when extracting a maliciously crafted tar file, which can result in unauthorized file writes or overwrites outside the intended extraction directory. The issue is associated with index.js in the tar-fs package.

This issue affects tar-fs: from 0.0.0 before 1.16.4, from 2.0.0 before 2.1.2, from 3.0.0 before 3.0.8.",7.5,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2024-12955,A vulnerability has been found in PHPGurukul Blood Bank & Donor Management System 2.4 and classified as problematic. This vulnerability affects unknown code of the file /logout.php. The manipulation leads to cross-site request forgery. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,4.3,PHPGurukul,Blood Bank & Donor Management System,Yes
0.00038,0.00036674757593164347,1.325242406835655e-05,3.4873882446137072,96.51251998201144,CVE-2024-21338,No description available,7.8,Microsoft,Windows 10 Version 1809,yes
0.02108,0.013505525615079363,0.007574474384920638,35.932024628644086,64.06795832580343,CVE-2024-23346,"Pymatgen (Python Materials Genomics) is an open-source Python library for materials analysis. A critical security vulnerability exists in the `JonesFaithfulTransformation.from_transformation_str()` method within the `pymatgen` library prior to version 2024.2.20. This method insecurely utilizes `eval()` for processing input, enabling execution of arbitrary code when parsing untrusted input. Version 2024.2.20 fixes this issue.",9.4,materialsproject,pymatgen,yes
0.00028,0.0002967896998203626,1.6789699820362648e-05,5.996107217728885,94.00367863558476,CVE-2024-23692,"Rejetto HTTP File Server, up to and including version 2.3m, is vulnerable to a template injection vulnerability. This vulnerability allows a remote, unauthenticated attacker to execute arbitrary commands on the affected system by sending a specially crafted HTTP request. As of the CVE assignment date, Rejetto HFS 2.3m is no longer supported.",9.8,Rejetto,HTTP File Server,yes
0.00034,0.00034242599812283123,2.4259981228312035e-06,0.7135078741305266,99.28647114034376,CVE-2024-23733,"The /WmAdmin/,/invoke/vm.server/login login page in the Integration Server in Software AG webMethods 10.15.0 before Core_Fix7 allows remote attackers to reach the administration panel and discover hostname and version information by sending an arbitrary username and a blank password to the /WmAdmin/#/login/ URI.",0.0,Unknown,Unknown,yes
0.00033,0.0003835476933104056,5.3547693310405594e-05,16.226082030970453,83.77342626957406,CVE-2024-23749,"KiTTY versions 0.76.1.13 and before is vulnerable to command injection via the filename variable, occurs due to insufficient input sanitization and validation, failure to escape special characters, and insecure system calls (at lines 2369-2390). This allows an attacker to add inputs inside the filename variable, leading to arbitrary code execution.",0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2024-23897,"Jenkins 2.441 and earlier, LTS 2.426.2 and earlier does not disable a feature of its CLI command parser that replaces an '@' character followed by a file path in an argument with the file's contents, allowing unauthenticated attackers to read arbitrary files on the Jenkins controller file system.",0.0,Jenkins Project,Jenkins,yes
0.00192,0.0947292636534299,0.0928092636534299,4833.790639289894,0.0,CVE-2024-23922,"Sony XAV-AX5500 Insufficient Firmware Update Validation Remote Code Execution Vulnerability. This vulnerability allows physically present attackers to execute arbitrary code on affected installations of Sony XAV-AX5500 devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of software updates. The issue results from the lack of proper validation of software update packages. An attacker can leverage this vulnerability to execute code in the context of the device.

Was ZDI-CAN-22939",6.8,Sony,XAV-AX5500,yes
0.01763,0.1328918949206349,0.1152618949206349,653.7823570187135,0.0,CVE-2024-24409,Zohocorp ManageEngine ADManager Plus versions 7203 and prior are vulnerable to Privilege Escalation in the Modify Computers option.,8.8,ManageEngine,ADManager Plus,yes
0.00039,0.014679552279601708,0.014289552279601709,3663.893818005105,0.0,CVE-2024-24494,"Cross Site Scripting vulnerability in Daily Habit Tracker v.1.0 allows a remote attacker to execute arbitrary code via the day, exercise, pray, read_book, vitamins, laundry, alcohol and meat parameters in the add-tracker.php and update-tracker.php components.",0.0,Unknown,Unknown,yes
0.00039,0.0019966400202574928,0.0016066400202574928,411.94841677328606,0.0,CVE-2024-24495,SQL Injection vulnerability in delete-tracker.php in Daily Habit Tracker v.1.0 allows a remote attacker to execute arbitrary code via crafted GET request.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2024-24496,"An issue in Daily Habit Tracker v.1.0 allows a remote attacker to manipulate trackers via the home.php, add-tracker.php, delete-tracker.php, update-tracker.php components.",0.0,Unknown,Unknown,yes
0.86303,0.28493359261904766,0.5780964073809522,66.98450814948512,33.015491074359836,CVE-2024-24497,No description available,0.0,Unknown,Unknown,Unknown
0.00033,0.07163576114531396,0.07130576114531396,21607.151645499824,0.0,CVE-2024-24499,No description available,0.0,Unknown,Unknown,Unknown
0.00029,0.000311076456780349,2.1076456780348978e-05,7.267493114150883,92.73225628263828,CVE-2024-24724,Gibbon through 26.0.00 allows /modules/School%20Admin/messengerSettings.php Server Side Template Injection leading to Remote Code Execution because input is passed to the Twig template engine (messengerSettings.php) without sanitization.,0.0,Unknown,Unknown,yes
0.00034,0.0003409361311371361,9.361311371360818e-07,0.2753245896109178,99.72466731260702,CVE-2024-24747,"MinIO is a High Performance Object Storage. When someone creates an access key, it inherits the permissions of the parent key. Not only for `s3:*` actions, but also `admin:*` actions. Which means unless somewhere above in the access-key hierarchy, the `admin` rights are denied, access keys will be able to simply override their own `s3` permissions to something more permissive. The vulnerability is fixed in RELEASE.2024-01-31T20-20-33Z.",8.8,minio,minio,yes
0.00015,0.00048814288436445146,0.0003381428843644515,225.41356200550067,0.0,CVE-2024-25003,"KiTTY versions 0.76.1.13 and before is vulnerable to a stack-based buffer overflow via the hostname, occurs due to insufficient bounds checking and input sanitization. This allows an attacker to overwrite adjacent memory, which leads to arbitrary code execution.",0.0,Unknown,Unknown,yes
0.00553,0.2008780200396825,0.1953480200396825,3532.507536870322,0.0,CVE-2024-25004,"KiTTY versions 0.76.1.13 and before is vulnerable to a stack-based buffer overflow via the username, occurs due to insufficient bounds checking and input sanitization (at line 2600). This allows an attacker to overwrite adjacent memory, which leads to arbitrary code execution.",0.0,Unknown,Unknown,yes
0.00029,0.0014592111945244915,0.0011692111945244914,403.16237182321004,0.0,CVE-2024-25641,"Cacti provides an operational monitoring and fault management framework. Prior to version 1.2.27, an arbitrary file write vulnerability, exploitable through the ""Package Import"" feature, allows authenticated users having the ""Import Templates"" permission to execute arbitrary PHP code on the web server. The vulnerability is located within the `import_package()` function defined into the `/lib/import.php` script. The function blindly trusts the filename and file content provided within the XML data, and writes such files into the Cacti base path (or even outside, since path traversal sequences are not filtered). This can be exploited to write or overwrite arbitrary files on the web server, leading to execution of arbitrary PHP code or other security impacts. Version 1.2.27 contains a patch for this issue.",9.1,Cacti,cacti,yes
0.03026,0.3048081462173204,0.2745481462173204,907.2969447707399,0.0,CVE-2024-25734,"An issue was discovered on WyreStorm Apollo VX20 devices before 1.3.58. The TELNET service prompts for a password only after a valid username is entered, which might make it easier for remote attackers to enumerate user accounts.",0.0,Unknown,Unknown,yes
0.94466,0.6528403502777781,0.29181964972222196,30.891500289318053,69.10849938367011,CVE-2024-25735,An issue was discovered on WyreStorm Apollo VX20 devices before 1.3.58. Remote attackers can discover cleartext passwords via a SoftAP /device/config GET request.,0.0,Unknown,Unknown,yes
0.00037,0.0003525554145800702,1.7444585419929795e-05,4.714625393889299,95.28524718380275,CVE-2024-25736,An issue was discovered on WyreStorm Apollo VX20 devices before 1.3.58. Remote attackers can restart the device via a /device/reboot GET request.,0.0,Unknown,Unknown,yes
0.00016,0.0017105675959068326,0.0015505675959068327,969.044182180384,0.0,CVE-2024-25830,"F-logic DataCube3 v1.0 is vulnerable to Incorrect Access Control due to an improper directory access restriction. An unauthenticated, remote attacker can exploit this, by sending a URI that contains the path of the configuration file. A successful exploit could allow the attacker to extract the root and admin password.",0.0,Unknown,Unknown,yes
0.05429,0.044336849206349206,0.009953150793650792,18.333300718955094,81.66669590412454,CVE-2024-27348,"RCE-Remote Command Execution vulnerability in Apache HugeGraph-Server.This issue affects Apache HugeGraph-Server: from 1.0.0 before 1.3.0 in Java8 & Java11

Users are recommended to upgrade to version 1.3.0 with Java11 & enable the Auth system, which fixes the issue.",0.0,Apache Software Foundation,Apache HugeGraph-Server,yes
0.01639,0.08748260504613635,0.07109260504613635,433.7557148905726,0.0,CVE-2024-27356,"An issue was discovered on certain GL-iNet devices. Attackers can download files such as logs via commands, potentially obtaining critical user information. This affects MT6000 4.5.5, XE3000 4.4.4, X3000 4.4.5, MT3000 4.5.0, MT2500 4.5.0, AXT1800 4.5.0, AX1800 4.5.0, A1300 4.5.0, S200 4.1.4-0300, X750 4.3.7, SFT1200 4.3.7, XE300 4.3.7, MT1300 4.3.10, AR750 4.3.10, AR750S 4.3.10, AR300M 4.3.10, AR300M16 4.3.10, B1300 4.3.10, MT300N-v2 4.3.10, X300B 3.217, S1300 3.216, SF1200 3.216, MV1000 3.216, N300 3.216, B2200 3.216, and X1200 3.203.",0.0,Unknown,Unknown,yes
0.00036,0.0003470248696381416,1.2975130361858437e-05,3.6041027643283345,96.395797121706,CVE-2024-27612,Numbas editor before 7.3 mishandles editing of themes and extensions.,0.0,Unknown,Unknown,yes
0.00046,0.40452202813492066,0.40406202813492065,87837.66181929102,0.0,CVE-2024-27620,An issue in Ladder v.0.0.1 thru v.0.0.21 allows a remote attacker to obtain sensitive information via a crafted request to the API.,0.0,Unknown,Unknown,yes
0.94253,0.1879033560515873,0.7546266439484126,80.06393811783379,19.936061032708498,CVE-2024-27743,Cross Site Scripting vulnerability in Petrol Pump Mangement Software v.1.0 allows an attacker to execute arbitrary code via a crafted payload to the Address parameter in the add_invoices.php component.,0.0,Unknown,Unknown,yes
0.00148,0.0008058445455527838,0.0006741554544472161,45.55073644416026,54.4489557805935,CVE-2024-27744,Cross Site Scripting vulnerability in Petrol Pump Mangement Software v.1.0 allows an attacker to execute arbitrary code via a crafted payload to the image parameter in the profile.php component.,0.0,Unknown,Unknown,yes
0.02257,0.5504249728968252,0.5278549728968253,2338.744966868979,0.0,CVE-2024-27747,File Upload vulnerability in Petrol Pump Mangement Software v.1.0 allows an attacker to execute arbitrary code via a crafted payload to the email Image parameter in the profile.php component.,0.0,Unknown,Unknown,yes
0.00033,0.0003387391186692581,8.73911866925808e-06,2.648137531971177,97.35178222143695,CVE-2024-42471,"actions/artifact is the GitHub ToolKit for developing GitHub Actions.  Versions of `actions/artifact` on the 2.x branch before 2.1.2 are vulnerable to arbitrary file write when using `downloadArtifactInternal`, `downloadArtifactPublic`, or `streamExtractExternal` for extracting a specifically crafted artifact that contains path traversal filenames. Users are advised to upgrade to version 2.1.2 or higher. There are no known workarounds for this issue.",7.3,actions,toolkit,yes
0.0004,0.0003906390650535641,9.360934946435896e-06,2.340175232228168,97.65976626339102,CVE-2024-42640,"angular-base64-upload prior to v0.1.21 is vulnerable to unauthenticated remote code execution via demo/server.php. Exploiting this vulnerability allows an attacker to upload arbitrary content to the server, which can subsequently be accessed through demo/uploads. This leads to the execution of previously uploaded content and enables the attacker to achieve code execution on the server. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",0.0,Unknown,Unknown,Yes
0.51121,0.5414383034962407,0.030228303496240616,5.913089122851998,94.0869107614795,CVE-2024-4367,"A type check was missing when handling fonts in PDF.js, which would allow arbitrary JavaScript execution in the PDF.js context. This vulnerability affects Firefox < 126, Firefox ESR < 115.11, and Thunderbird < 115.11.",0.0,Mozilla,Firefox,yes
0.00029,0.00029291970642925075,2.9197064292507528e-06,1.0067606045483786,98.9932046795687,CVE-2024-44541,"evilnapsis Inventio Lite Versions v4 and before is vulnerable to SQL Injection via the ""username"" parameter in ""/?action=processlogin.""",0.0,Unknown,Unknown,Yes
0.0004,0.00040046875704784435,4.6875704784433113e-07,0.11718633230277521,99.88281073803891,CVE-2024-44762,A discrepancy in error messages for invalid login attempts in Webmin Usermin v2.100 allows attackers to enumerate valid user accounts.,0.0,Unknown,Unknown,Yes
0.01531,0.0860683471428571,0.0707583471428571,462.1704828596265,0.0,CVE-2024-45440,core/authorize.php in Drupal 11.x-dev allows Full Path Disclosure (even when error logging is None) if the value of hash_salt is file_get_contents of a file that does not exist.,0.0,Drupal,Drupal core,Yes
0.00015,0.00017253965824448256,2.253965824448257e-05,15.025437133846125,84.97356117034496,CVE-2024-48445,"An issue in compop.ca ONLINE MALL v.3.5.3 allows a remote attacker to execute arbitrary code via the rid, tid, et, and ts parameters.",0.0,Unknown,Unknown,Yes
0.00036,0.0004131347304787475,5.313473047874746e-05,14.759237376391615,85.24035264479237,CVE-2024-48827,An issue in sbondCo Watcharr v.1.43.0 allows a remote attacker to execute arbitrary code and escalate privileges via the Change Password function.,0.0,Unknown,Unknown,yes
0.00034,0.00034120866186311506,1.208661863115034e-06,0.3554783280241858,99.64451121673086,CVE-2024-48839,"Improper Input Validation vulnerability allows Remote Code Execution. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",10.0,ABB,ASPECT-Enterprise,yes
0.00072,0.6939341330555555,0.6932141330555555,96278.40350211183,0.0,CVE-2024-48840,"Unauthorized Access vulnerabilities allow Remote Code Execution. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",10.0,ABB,ASPECT-Enterprise,Yes
